x,y,topic_label_clean,title,media_name,phase,month,topic
-0.6356853,-4.688507,edison_utility_eaton_lines,"LA County, 2 cities suing SoCal Edison over Eaton Fire",biztoc.com,early_recovery,2025-03,2
-0.6227236,-4.712271,edison_utility_eaton_lines,Los Angeles County Sues Utility Edison Over Deadly Wildfire,claimsjournal.com,early_recovery,2025-03,2
3.0869749,3.8483481,said_angeles_los_los angeles,"Rain moves into SoCal, with chance of thunderstorms and snow",laist.com,early_recovery,2025-03,11
3.9621446,1.1509662,said_angeles_los_los angeles,LA County files lawsuit against SoCal Edison over deadly Eaton Fire,nbclosangeles.com,early_recovery,2025-03,11
3.074182,3.7101533,said_angeles_los_los angeles,Storm is headed for Big Bear’s famous bald eagle nest. What it means for newly hatched chicks,laist.com,early_recovery,2025-03,11
4.6785946,-1.5897026,said_angeles_los_los angeles,LA County and two cities sue SoCal Edison over damage from deadly Eaton Fire,laist.com,early_recovery,2025-03,11
3.0920694,3.7067041,said_angeles_los_los angeles,LA County wildfire recovery leaders tout ‘sense of ownership’ in new tree removal waiver,sgvtribune.com,early_recovery,2025-03,11
3.3220146,2.563421,said_angeles_los_los angeles,Winning numbers drawn in Monday’s West Virginia Daily 3,wvnews.com,early_recovery,2025-03,11
-3.1268806,-0.30089727,said_angeles_los_los angeles,Letters to the Editor: Readers argue in favor and against L.A. City Council's decision not to reinstate fire chief,latimes.com,early_recovery,2025-03,11
2.815635,8.044323,said_angeles_los_los angeles,Winning numbers drawn in Monday’s West Virginia Cash 25,wvnews.com,early_recovery,2025-03,11
3.4804215,7.2131176,said_angeles_los_los angeles,Winning numbers drawn in Monday’s West Virginia Daily 4,wvnews.com,early_recovery,2025-03,11
2.292899,-1.3923476,said_angeles_los_los angeles,"Los Angeles County sues Southern California Edison, alleging utility's equipment sparked Eaton Fire",10news.com,early_recovery,2025-03,11
4.3390594,0.62412536,said_angeles_los_los angeles,"Dave Matthews, Nine Inch Nails, John Mayer & More Join ‘Help on the Way’ Initiative for L.A. Fire Relief",billboard.com,early_recovery,2025-03,11
4.0825357,1.1621792,said_angeles_los_los angeles,Immigrant day laborers learn how to do risky fire cleanup,kcrw.com,early_recovery,2025-03,11
5.4939537,0.3134017,game_los_los angeles_angeles,"Los Angeles County sues Southern California Edison, alleging the utility's equipment sparked the deadly Eaton Fire",wvnews.com,early_recovery,2025-03,8
2.9936678,2.1802828,said_angeles_los_los angeles,LA County claims utility’s equipment started Eaton Fire in new suit,independent.co.uk,early_recovery,2025-03,11
3.9891481,5.060069,alerts_alert_emergency_evacuation,Which of Trump’s Immigration Actions Are Having an Impact?,nytimes.com,early_recovery,2025-03,10
3.869421,1.7352189,said_angeles_los_los angeles,"Los Angeles County, city of Pasadena file separate suits against SoCal Edison seeking Eaton Fire-related damages",cbsnews.com,early_recovery,2025-03,11
3.8653543,1.754765,said_angeles_los_los angeles,PHOTO COLLECTION: US presidents AP photo coverage,wvnews.com,early_recovery,2025-03,11
6.3578067,5.805443,epa_debris_soil_site,Former LA fire chief loses appeal to win her job back after destructive wildfires,theguardian.com,early_recovery,2025-03,5
-3.1321068,-0.30643395,said_angeles_los_los angeles,L.A. Mayor Karen Bass' Response to Palisades Fire Prompts Recall Push,blackenterprise.com,early_recovery,2025-03,11
-3.1348186,-0.3098154,said_angeles_los_los angeles,Rain Showers Souther California,mynewsla.com,early_recovery,2025-03,11
1.998836,2.9919937,said_angeles_los_los angeles,"LA County, Pasadena, Sierra Madre sue Southern California Edison, alleging its equipment triggered Eaton fire",dailybreeze.com,early_recovery,2025-03,11
10.548912,11.609498,cbs_news_cbs news_sports,"LA, Pasadena Sues Edison SoCal for Allegedly Sparking Eaton Fire",mynewsla.com,early_recovery,2025-03,1
4.217173,1.1238418,said_angeles_los_los angeles,White House confirms 'ongoing talks and discussions' with Hamas officials as Gaza ceasefire deal hangs in balance,wvnews.com,early_recovery,2025-03,11
2.2225902,6.757424,said_angeles_los_los angeles,Trump says he will grant a one-month exemption for US automakers from new tariffs on imports from Mexico and Canada,wvnews.com,early_recovery,2025-03,11
4.9806924,-3.1758611,said_angeles_los_los angeles,Trump’s EPA Is Botching Removal of Toxic Waste From the Los Angeles Fires,truthout.org,early_recovery,2025-03,11
-2.266005,-6.675001,Outlier / mixed,"Palisades, Eaton fire victims struggle to make mortgage payments",sbsun.com,early_recovery,2025-03,-1
10.294416,-6.323145,Outlier / mixed,Jersey Shore teachers rock out to raise cash for California wildfire victims,nj.com,early_recovery,2025-03,-1
4.3771887,0.670618,said_angeles_los_los angeles,Virginia Charity to Pay for Senior Prom Tickets at Fire-Ravaged High Schools,pvvt.com,early_recovery,2025-03,11
2.7033575,1.9020123,said_angeles_los_los angeles,Former Los Angeles fire chief fails to get job back after ouster following historic deadly wildfire,newsday.com,early_recovery,2025-03,11
10.571017,11.64912,cbs_news_cbs news_sports,‘God walks with us through the ashes.’ A poignant Ash Wednesday after LA wildfires,mprnews.org,early_recovery,2025-03,1
3.5783978,0.5560458,said_angeles_los_los angeles,Sen. Adam Schiff calls out insurers for not paying L.A. wildfire victims' living expenses,nbcnews.com,early_recovery,2025-03,11
5.4706945,0.31900123,game_los_los angeles_angeles,Los Angeles Cut Homelessness. Wildfires Threaten to Erase That Progress,sacobserver.com,early_recovery,2025-03,8
2.046787,3.0191891,said_angeles_los_los angeles,Larry Wilson: Peer mediation with the Western Justice Center and its students,whittierdailynews.com,early_recovery,2025-03,11
5.4840555,0.31442046,game_los_los angeles_angeles,'Bandit' tow companies target LA wildfire victims,calmatters.org,early_recovery,2025-03,8
5.471535,0.32728517,game_los_los angeles_angeles,"Storm set to unleash rain, mountain snow across Los Angeles County starting Wednesday",latimes.com,early_recovery,2025-03,8
-1.2842548,14.521993,Outlier / mixed,Sierra Madre issues evacuation warning for latest rain storm,cbsnews.com,early_recovery,2025-03,-1
3.3447762,-7.3344803,rain_debris_areas_storm,"Ross Gerber Slams Airbnb Over Customer Support, Vows To 'Never Use It Again' After Palisades Fire Experience",benzinga.com,early_recovery,2025-03,6
2.7065516,2.8350284,said_angeles_los_los angeles,"OPINION: LA’s Fires, Trump’s Felonies, and our Nation’s Burning Divide",postnewsgroup.com,early_recovery,2025-03,11
2.99012,5.3035197,said_angeles_los_los angeles,Fired Los Angeles fire chief loses appeal to get her job back after making case to City Council,nbcnews.com,early_recovery,2025-03,11
2.9665718,5.3250694,said_angeles_los_los angeles,"Altadena Library welcomes community back, reopens after Eaton Fire",cbsnews.com,early_recovery,2025-03,11
6.9794426,17.65208,Outlier / mixed,Pasadena City Council approves creation of eviction defense ordinance for Eaton fire victims,whittierdailynews.com,early_recovery,2025-03,-1
2.2961602,12.70467,Outlier / mixed,Los Angeles fire chief ousted after city's most destructive wildfire fails to get her job back,japantoday.com,early_recovery,2025-03,-1
-3.1398954,-0.2897389,said_angeles_los_los angeles,Gwyneth Paltrow admits she ‘drank every night’ during the deadly LA fires: ‘I was medicating’,nypost.com,early_recovery,2025-03,11
4.0128984,1.8771372,said_angeles_los_los angeles,Altadena conservation group rallies to save local trees,nbclosangeles.com,early_recovery,2025-03,11
0.04731741,2.8286583,said_angeles_los_los angeles,Altadena Main Library reopens looking to provide a ‘sense of normalcy’ for recovering community,whittierdailynews.com,early_recovery,2025-03,11
2.7147076,2.080892,said_angeles_los_los angeles,Los Angeles fire chief ousted after the city's most destructive wildfire fails to get her job back,bangordailynews.com,early_recovery,2025-03,11
1.8478143,2.0129051,said_angeles_los_los angeles,Altadena After Eaton: ‘I Don’t Want This To Be The End Of The Story’,sdvoice.info,early_recovery,2025-03,11
1.8895959,2.0105515,said_angeles_los_los angeles,Los Angeles fire chief dismissed after historic wildfire seeks to regain position,mynorthwest.com,early_recovery,2025-03,11
-1.2849885,14.522241,Outlier / mixed,Fired LAFD chief loses appeal of dismissal after making her case to LA City Council,nbcsandiego.com,early_recovery,2025-03,-1
-1.5771989,-0.07849386,said_angeles_los_los angeles,Are you a renter who lost income because of the fires? These are your protections.,latimes.com,early_recovery,2025-03,11
3.2820349,-7.9246235,alerts_alert_emergency_evacuation,California Picture Project Launches Star-Studded Print Fundraiser for LA Fire Victims,hypebeast.com,early_recovery,2025-03,10
1.5086002,8.852685,said_angeles_los_los angeles,What happens to your mortgage if your house is destroyed?,dailylocal.com,early_recovery,2025-03,11
4.0246005,0.5475971,rain_debris_areas_storm,Trudeau and Sheinbaum React to U.S. Tariffs on Canada and Mexico,nytimes.com,early_recovery,2025-03,6
4.0024943,0.5453159,rain_debris_areas_storm,California lawmakers invite guests to Trump's speech to Congress,kcra.com,early_recovery,2025-03,6
3.9432054,0.55508995,rain_debris_areas_storm,Los Angeles fire chief fails to get job back after wildfires,kcra.com,early_recovery,2025-03,6
3.515728,-6.7009177,rain_debris_areas_storm,Los Angeles fire chief ousted after the city’s most destructive wildfire fails to get her job back,therecord.com,early_recovery,2025-03,6
-1.8633555,0.93767476,said_angeles_los_los angeles,California fire victims are in limbo as they wait for insurance payouts,nbcdfw.com,early_recovery,2025-03,11
2.7441294,-6.755871,rain_debris_areas_storm,Unbreakable L.A. spirit shined at aid benefits; NGA kick off,larchmontchronicle.com,early_recovery,2025-03,6
-1.9146518,0.14812274,said_angeles_los_los angeles,Altadena library opens its doors following the Eaton Fire,cbsnews.com,early_recovery,2025-03,11
0.46059644,1.3144087,said_angeles_los_los angeles,"Micro museums in Inland Empire, LA get closer look in ‘Also on View’",sbsun.com,early_recovery,2025-03,11
3.6981676,0.7107014,said_angeles_los_los angeles,How a new waiver for fire-impacted residents can help preserve trees on your property,laist.com,early_recovery,2025-03,11
3.2024677,-7.025744,rain_debris_areas_storm,Clear skies ahead of another winter storm,laist.com,early_recovery,2025-03,6
3.996885,0.5546876,rain_debris_areas_storm,"Boiling Point: A podcast about climate politics, water, public lands and more",latimes.com,early_recovery,2025-03,6
20.412966,0.3894059,archives_recent_archive_news,Altadena woman wants to show how quickly her home can be rebuilt,nbcsandiego.com,early_recovery,2025-03,0
2.3043382,3.2815444,said_angeles_los_los angeles,La Bloga: Guest Columnist Thelma Reyna: Octavia's Bookshelf Fire Fundraiser,labloga.blogspot.com,early_recovery,2025-03,11
2.300555,3.2285872,said_angeles_los_los angeles,Newsom Decides to Use His Emergency Powers for Something Useful,legalinsurrection.com,early_recovery,2025-03,11
3.9808908,0.561386,rain_debris_areas_storm,Here’s who LA County reps are bringing to President Trump’s address,dailynews.com,early_recovery,2025-03,6
1.7109038,1.457697,said_angeles_los_los angeles,LA Mayor Karen Bass caught in shocking wildfire 'lie' as campaign to have her fired kicks off,dailymail.co.uk,early_recovery,2025-03,11
24.04645,2.4407089,archives_recent_archive_news,Mexico Vows Retaliatory Tariffs on the United States,nytimes.com,early_recovery,2025-03,0
2.9533112,-5.847755,rain_debris_areas_storm,From ashes to assets: Scorched land in Los Angeles is selling for a fortune as wildfire-devastated areas see surprising demand,indiatimes.com,early_recovery,2025-03,6
20.724974,6.403982,archives_recent_archive_news,Southern California storms lead to mudslide preparations,thepolypost.com,early_recovery,2025-03,0
2.2405245,3.221867,said_angeles_los_los angeles,"Concert review: DIIV delivers powerful, immersive set at Glass House Pomona",thepolypost.com,early_recovery,2025-03,11
2.2718403,3.2512364,said_angeles_los_los angeles,"Elias: Rebuilding after L.A. fires may be financially, morally complex",mercurynews.com,early_recovery,2025-03,11
2.9513671,-5.845371,rain_debris_areas_storm,Oregon archeologists to search for cremains lost in Los Angeles wildfires,oregonlive.com,early_recovery,2025-03,6
2.9553092,-5.84859,rain_debris_areas_storm,Toasts To LA And Consolation Drinks Flow Backstage At Oscars,urdupoint.com,early_recovery,2025-03,6
2.960469,-5.8567057,rain_debris_areas_storm,Fired feds and Medicaid recipients: Congress’s invite list for Trump’s address,gazette.com,early_recovery,2025-03,6
-1.6955047,6.116696,said_angeles_los_los angeles,Pasadena Heritage stages benefit for and by wildfire victims,pasadenastarnews.com,early_recovery,2025-03,11
2.2865539,3.2884858,said_angeles_los_los angeles,"Inside The After Party Oscars 2025 bash: Keke Palmer, Halle Berry, and more",pagesix.com,early_recovery,2025-03,11
1.0853658,1.0315285,said_angeles_los_los angeles,Read Across America visits Altadena Arts Magnet students relocated by Eaton fire,pasadenastarnews.com,early_recovery,2025-03,11
2.5586655,10.297199,game_los_los angeles_angeles,Records show Los Angeles officials’ early struggles as windswept blazes escalated,abc57.com,early_recovery,2025-03,8
2.5566583,10.295219,game_los_los angeles_angeles,California Strengthens Resiliency with Adoption of 2024 International Wildland-Urban Interface Code®,globenewswire.com,early_recovery,2025-03,8
-3.1108937,1.7972823,said_angeles_los_los angeles,"Check your home insurance now, avoid regret later",bostonherald.com,early_recovery,2025-03,11
2.9485893,-6.6952205,rain_debris_areas_storm,Students in Altadena celebrate Read Across America Day with president of California Teachers Association,cbsnews.com,early_recovery,2025-03,6
2.938444,-7.0393677,rain_debris_areas_storm,Quake with preliminary 3.9 magnitude rattles LA from North Hollywood,laist.com,early_recovery,2025-03,6
0.25498646,6.1714892,said_angeles_los_los angeles,Palisades could rebuild with more affordable housing. But many in the wealthy area oppose the idea,latimes.com,early_recovery,2025-03,11
10.638096,11.577425,cbs_news_cbs news_sports,Wealthy Pacific Palisades locals outraged over plan for low-income tower block in enclave burned by LA fires,dailymail.co.uk,early_recovery,2025-03,1
7.2791376,-3.928994,Outlier / mixed,Ashes to cashes: LA's scorched property lots have started hitting the market and doing surprisingly well,dailymail.co.uk,early_recovery,2025-03,-1
2.9686496,-6.59058,rain_debris_areas_storm,The Classic Mystery That Prefigured the Los Angeles Wildfires,newyorker.com,early_recovery,2025-03,6
0.2910381,6.1026096,said_angeles_los_los angeles,Records show LA officials’ early struggles as windswept blazes escalated,cnn.com,early_recovery,2025-03,11
3.2791402,-7.923423,alerts_alert_emergency_evacuation,Terrifying study predicts exactly how many people will DIE in fires caused by climate change by 2100,dailymail.co.uk,early_recovery,2025-03,10
3.6954803,1.0959687,said_angeles_los_los angeles,LA wildfires: What text messages sent to and from LA fire chief during blaze show,abcnews.go.com,early_recovery,2025-03,11
5.8480263,8.475874,said_angeles_los_los angeles,Oscars 2025: What You Didn’t See on TV,vanityfair.com,early_recovery,2025-03,11
3.280439,-7.931056,alerts_alert_emergency_evacuation,Eaton fire could be first big test for California wildfire fund created to keep utilities out of bankruptcy,mercurynews.com,early_recovery,2025-03,10
2.752539,4.6112065,said_angeles_los_los angeles,Relief Organization Planting Roots,labusinessjournal.com,early_recovery,2025-03,11
5.3716903,3.058208,said_angeles_los_los angeles,"Mastercard: L.A. Wildfire Diaries: Stories of Relief, Recovery and Resilience",finanznachrichten.de,early_recovery,2025-03,11
3.3231368,-7.163501,rain_debris_areas_storm,LA-Based Law Firm Files Mass Tort Lawsuit Against Southern California Edison Due to Deadly Eaton Fire,globenewswire.com,early_recovery,2025-03,6
2.6241775,-6.636813,rain_debris_areas_storm,"Top moments from the Oscars: 'Anora' wins big, 'Wicked' musical medley and emotional speeches",abc7.com,early_recovery,2025-03,6
3.2793727,-7.929246,alerts_alert_emergency_evacuation,"After the L.A. Fires, ‘Disaster Gentrification’ Looms",sacobserver.com,early_recovery,2025-03,10
4.4223638,-0.39204806,said_angeles_los_los angeles,Los Angeles firefighters honored on stage at Oscars ceremony,cbsnews.com,early_recovery,2025-03,11
2.6191385,-6.634044,rain_debris_areas_storm,"Oscars 2025: Conan O'Brien Takes Aim at Timothée Chalamet, Karla Sofía Gascón and More in Monologue",eonline.com,early_recovery,2025-03,6
-4.202823,1.5396628,said_angeles_los_los angeles,"Oscars 2025: LA Fire Fighters Take A Scathing Dig At Joker 2, Bob Dylan, Timothee Chalamet, and Host Conan O'Brien; 'Our Hearts Go Out To...'",pinkvilla.com,early_recovery,2025-03,11
-3.1509485,-0.32352063,said_angeles_los_los angeles,"Conan O'Brien mocks Timothée Chalamet, more in Oscars monologue",nbcbayarea.com,early_recovery,2025-03,11
-3.1387572,-0.3120624,said_angeles_los_los angeles,How the 2025 Oscars Responded to the L.A. Wildfires,hollywoodreporter.com,early_recovery,2025-03,11
2.9269452,0.9855053,said_angeles_los_los angeles,Investor-owned utilities are buying influence in Sacramento—AB 884 will stop them,whittierdailynews.com,early_recovery,2025-03,11
3.2790377,-7.9255114,alerts_alert_emergency_evacuation,Los Angeles firefighters receive standing ovation during Oscars,abc7.com,early_recovery,2025-03,10
0.30144602,6.168672,said_angeles_los_los angeles,"Texts to, from Kristin Crowley show coordination efforts during LA's wildfires",nbclosangeles.com,early_recovery,2025-03,11
5.2292695,-0.17953977,said_angeles_los_los angeles,Sunday Reading – 03/02/25,romickinoakley.wordpress.com,early_recovery,2025-03,11
5.2304025,-0.18064874,said_angeles_los_los angeles,LA's arts community sees $14 million in fire relief,laist.com,early_recovery,2025-03,11
5.0544753,-3.2793612,said_angeles_los_los angeles,"After the LA fires, the Girl Scouts are doing it for themselves",laist.com,early_recovery,2025-03,11
5.229614,-0.17566288,said_angeles_los_los angeles,Report: L.A. Could Recover from Fires by 2029 -- If Rebuilding Starts Quickly,breitbart.com,early_recovery,2025-03,11
5.2391596,-0.1799156,said_angeles_los_los angeles,"Meghan Markle, Serena Williams celebrate the Duchess of Sussex's new show with Princess Lilibet in new video",foxwilmington.com,early_recovery,2025-03,11
5.2527723,-0.17100969,said_angeles_los_los angeles,Eaton fire could be first big test for wildfire fund created to keep utilities out of bankruptcy,ocregister.com,early_recovery,2025-03,11
3.010309,-6.5895886,rain_debris_areas_storm,‘We are here; we see you’: Making quilts for fire victims resonates far beyond LA,columbian.com,early_recovery,2025-03,6
5.533674,16.873774,said_angeles_los_los angeles,Rising to the occasion: How communities shine in the face of disaster,presstelegram.com,early_recovery,2025-03,11
3.2798698,-7.929969,alerts_alert_emergency_evacuation,How LA wildfires are making an already tough rental market even worse,telegraphherald.com,early_recovery,2025-03,10
2.931851,7.8932724,said_angeles_los_los angeles,'I'm very concerned': SLO County residents voice concerns over wildfire preparedness following SoCal fires,ksby.com,early_recovery,2025-03,11
1.62085,5.9254184,said_angeles_los_los angeles,"Heidi Klum, 51, looks incredible in LBD with teased hair at Chanel's pre-Oscars bash in LA",dailymail.co.uk,early_recovery,2025-03,11
2.8188345,2.0705914,said_angeles_los_los angeles,Every Oscars party canceled this year-find out which A-list bashes got scrapped as LA rebuilds from fires,dailymail.co.uk,early_recovery,2025-03,11
2.8584676,-6.85986,rain_debris_areas_storm,"2,000 miles away from home, students affected by California wildfires find support on campus",georgetownvoice.com,early_recovery,2025-03,6
0.26498356,6.1974893,said_angeles_los_los angeles,‘We don't have time for pity.' Altadena family loses four homes in Eaton Fire,nbcsandiego.com,early_recovery,2025-03,11
0.33877784,6.298789,said_angeles_los_los angeles,"Striving for normal after wildfires, time for kids to ‘play ball’",dailybulletin.com,early_recovery,2025-03,11
0.21975794,6.106652,said_angeles_los_los angeles,"Trump, Zelenskyy shouting match underscores change in U.S. foreign policy",laist.com,early_recovery,2025-02,11
3.322667,-7.1623707,rain_debris_areas_storm,"All grill, no bill — Fair Oaks Burger is serving free meals in Altadena",laist.com,early_recovery,2025-03,6
3.2991385,-7.1693587,rain_debris_areas_storm,Homelessness service officials outline new ethics procedures after LAist reporting,laist.com,early_recovery,2025-03,6
2.7102685,3.3207772,said_angeles_los_los angeles,L.A. council president moved rapidly on the ousted fire chief. Then came the outcry,latimes.com,early_recovery,2025-03,11
2.8560147,-6.73929,rain_debris_areas_storm,Living on Earth: This Week's Show,loe.org,early_recovery,2025-02,6
3.3225014,-7.1630373,rain_debris_areas_storm,Community Leaders Rally to Restore Hope and Connection Among Wildfire Survivors Through Soul Food and Fellowship,pacenewsonline.com,early_recovery,2025-02,6
3.3205988,-7.1827483,rain_debris_areas_storm,How President Nicole Friday Brought Culture To Every Detail Of The 2025 ABFF Honors — Down to the Menu [Exclusive],madamenoire.com,early_recovery,2025-02,6
3.105625,-6.9571276,rain_debris_areas_storm,"Los Angeles County Has Cut Homelessness, but Wildfires Threaten To Erase That Gain",asianjournal.com,early_recovery,2025-03,6
3.278673,-7.914042,alerts_alert_emergency_evacuation,This Altadena pharmacy puts a premium on serving the community,pasadenastarnews.com,early_recovery,2025-03,10
-1.0211924,3.534489,said_angeles_los_los angeles,"Hollywood Workers, Still Reeling From Five Years Of Economic Turmoil, Turn To Collective Action In Wake Of L.A. Wildfires",deadline.com,early_recovery,2025-03,11
2.7716305,0.90431786,said_angeles_los_los angeles,A 96-year-old East St. Louis native is starting over after Palisades fire,stltoday.com,early_recovery,2025-03,11
2.9208724,-6.9308987,rain_debris_areas_storm,"‘Hey, that place is open!’ These Eaton fire-impacted businesses are open and eager for customers",dailybreeze.com,early_recovery,2025-03,6
5.1013427,-1.9184934,said_angeles_los_los angeles,Free class gets wildfire weary dancing to the same beat: healing,pasadenastarnews.com,early_recovery,2025-03,11
1.688088,-14.353605,Outlier / mixed,Evacuations failed and 85 people died during California’s deadliest wildfire. What are lessons for LA?,columbian.com,early_recovery,2025-03,-1
2.822992,-6.8099265,rain_debris_areas_storm,Saving Altadena’s Historic Tiles; Poet Says Solidarity Is Key to Survival,kqed.org,early_recovery,2025-02,6
2.4331458,4.088399,said_angeles_los_los angeles,"Winter cancellations lead to BI park refunds, reschedules",bainbridgereview.com,early_recovery,2025-03,11
2.9143527,-6.713949,rain_debris_areas_storm,Muslim families gather for the first night of Ramadan after losing mosque during Eaton Fire,cbsnews.com,early_recovery,2025-02,6
2.8601782,-6.695827,rain_debris_areas_storm,Muslim families in Altadena gather for the first Ramadan after the Eaton Fire,cbsnews.com,early_recovery,2025-02,6
2.9097135,-6.7224956,rain_debris_areas_storm,Upcoming deadlines for LA County wildfire disaster relief services,cbsnews.com,early_recovery,2025-02,6
2.4957893,3.5575397,said_angeles_los_los angeles,Peacock caretaker opens up her Arcadia home to Eaton Fire survivor,cbsnews.com,early_recovery,2025-02,11
0.19318882,-4.241586,edison_utility_eaton_lines,SCE shutoff statements spark federal lawsuit,mpacorn.com,early_recovery,2025-02,2
-12.996741,-3.8286767,Outlier / mixed,The Bill's Adding Up for Los Angeles,hotair.com,early_recovery,2025-02,-1
2.5628033,-6.629452,rain_debris_areas_storm,Marin fire officials assess new state hazard maps,marinij.com,early_recovery,2025-02,6
2.5991488,-6.6382737,rain_debris_areas_storm,"Eaton fire kitten benefited from prompt rescue, skilled care and love",sgvtribune.com,early_recovery,2025-02,6
2.9488142,-5.845261,rain_debris_areas_storm,Baby2Baby Came to the Aid of LA Families Within Hours of the Fires,vanityfair.com,early_recovery,2025-02,6
3.3388705,-7.184547,rain_debris_areas_storm,California reconsiders State Farm rate hike as insurer’s losses rise,sgvtribune.com,early_recovery,2025-02,6
2.6065094,-6.621083,rain_debris_areas_storm,Fired LAFD chief will make her case to LA City Council. What to know about the appeal,nbclosangeles.com,early_recovery,2025-02,6
2.563456,-6.6207647,rain_debris_areas_storm,2025 ESSENCE Black Women In Hollywood Awards Gave Black Women Their Literal Flowers,vibe.com,early_recovery,2025-02,6
3.0676987,-6.9487696,rain_debris_areas_storm,The first phase of removing wildfire debris is over. What happens to those collection sites?,dailybreeze.com,early_recovery,2025-02,6
2.7027836,1.9388194,said_angeles_los_los angeles,"4 top military retirees, including leader of Osama bin Laden raid, join veterans' fight over housing in LA",spokesman.com,early_recovery,2025-02,11
-2.9444432,2.0777924,said_angeles_los_los angeles,From emergency to everyday: Making accessibility a year-round priority,ejewishphilanthropy.com,early_recovery,2025-02,11
-1.4627892,1.6727301,said_angeles_los_los angeles,"Cultural loss no one talks about: Eaton Fire, John Outterbridge and erasure of Black history",sfbayview.com,early_recovery,2025-02,11
1.6117824,1.757059,said_angeles_los_los angeles,Pasadena Implements Comprehensive Fire Recovery Plan,pasadenanow.com,early_recovery,2025-02,11
4.623343,0.26601845,said_angeles_los_los angeles,Cooler temperatures and light rain this weekend,laist.com,early_recovery,2025-02,11
3.3253334,-7.1672626,rain_debris_areas_storm,Amalia Mesa-Bains and Chicana plays: L.A. arts and culture this weekend,latimes.com,early_recovery,2025-02,6
3.3846028,-6.5390224,rain_debris_areas_storm,"Trump administration layoffs hit NOAA, agency that forecasts weather, hurricanes",laist.com,early_recovery,2025-02,6
3.3314524,-7.178405,rain_debris_areas_storm,Californians approved $1.5 billion for wildfire prevention. How will the state spend it?,laist.com,early_recovery,2025-02,6
7.2930818,-3.9360003,Outlier / mixed,"Congregants at Lincoln Avenue church find faith, hope in helping Altadena",latimes.com,early_recovery,2025-02,-1
2.8373458,-6.87183,rain_debris_areas_storm,"L.A. Affairs: My ‘Eat, Pray, Love’ life failed. Would returning to L.A. work out this time?",latimes.com,early_recovery,2025-02,6
2.9008238,-6.90414,rain_debris_areas_storm,"To rebuild homes cheaper, faster and safer, some want new rules",marketplace.org,early_recovery,2025-02,6
2.9375784,-6.929087,rain_debris_areas_storm,LA Central Library tech lab honors Octavia Butler’s legacy,kcrw.com,early_recovery,2025-02,6
3.2794335,-7.9337826,alerts_alert_emergency_evacuation,Hollywood Star Joins the Movement to Boot Gavin Newsom From Office for 'Gross Mismanagement',thinkamericana.com,early_recovery,2025-02,10
3.8737376,6.981195,said_angeles_los_los angeles,"News of the Weird: Week of February 27, 2025",shepherdexpress.com,early_recovery,2025-02,11
2.521579,3.868527,said_angeles_los_los angeles,Mel Gibson Blasts Newsom In New Recall Announcement,patch.com,early_recovery,2025-02,11
3.8254173,6.9428406,said_angeles_los_los angeles,There’s Nothing They Can’t Sing and Laugh Their Way Through,nytimes.com,early_recovery,2025-02,11
3.8353145,6.931919,said_angeles_los_los angeles,Soboba Fire Department assists with Los Angeles wildfires,myvalleynews.com,early_recovery,2025-02,11
3.8203206,6.9356613,said_angeles_los_los angeles,Pasadena Unified School District board approves layoffs,cbsnews.com,early_recovery,2025-02,11
0.19151486,3.538992,said_angeles_los_los angeles,"Pasadena Unified School District board approves layoffs of teachers, staff positions",cbsnews.com,early_recovery,2025-02,11
0.77621907,-0.27616376,said_angeles_los_los angeles,Obituary: Susan Carla Sumner,tahoedailytribune.com,early_recovery,2025-02,11
4.271231,7.433802,said_angeles_los_los angeles,"Alexander: As women’s basketball grows, remember Diana Taurasi, one of the builders",presstelegram.com,early_recovery,2025-02,11
3.8494961,6.9507666,said_angeles_los_los angeles,"Mel Gibson roasts Newsom, backs recall of governor over 'gross mismanagement' of LA wildfires · American Wire News",americanwirenews.com,early_recovery,2025-02,11
2.8026495,-6.8995576,rain_debris_areas_storm,Some Trump firings thwart his own policy aims,dailybulletin.com,early_recovery,2025-02,6
2.8147562,-6.829355,rain_debris_areas_storm,Edison Says Wildfire Fund May Shield Balance Sheet From LA Fire Claims,claimsjournal.com,early_recovery,2025-02,6
-0.6631514,3.6628597,said_angeles_los_los angeles,Mel Gibson's blistering attack on Gavin Newsom in surprise speech,dailymail.co.uk,early_recovery,2025-02,11
3.188412,-7.0247426,rain_debris_areas_storm,Helping The others Realize The Advantages Of Fire watch security,ttblogs.com,early_recovery,2025-02,6
2.672818,-7.207025,rain_debris_areas_storm,Former Los Angeles Fire Chief Kristin Crowley appeals her dismissal over deadly fires,midutahradio.com,early_recovery,2025-02,6
2.9323597,2.0265377,said_angeles_los_los angeles,LA County cracks down on fraudulent tow companies following Eaton Fire,nbclosangeles.com,early_recovery,2025-02,11
2.954528,-5.849929,rain_debris_areas_storm,Trump plan to repeal climate policy could upend shift to electric cars,indiatimes.com,early_recovery,2025-02,6
2.9515824,-5.842014,rain_debris_areas_storm,Wife of slain California fire captain believed to have fled to Mexico as police issue arrest warrant for murder,dailymail.co.uk,early_recovery,2025-02,6
2.953464,-5.842697,rain_debris_areas_storm,"Everything to know about the 2025 Oscars: Presenters, performers, and more",ew.com,early_recovery,2025-02,6
